"","station_id","month","day","temperature","flag","date"
"1","USC00136199","01","1",15.9,"Q",0000-01-01
"2","USC00136199","01","2",15.8,"Q",0000-01-02
"3","USC00136199","01","3",15.7,"Q",0000-01-03
"4","USC00136199","01","4",15.7,"Q",0000-01-04
"5","USC00136199","01","5",15.6,"Q",0000-01-05
"6","USC00136199","01","6",15.6,"Q",0000-01-06
"7","USC00136199","01","7",15.5,"Q",0000-01-07
"8","USC00136199","01","8",15.5,"Q",0000-01-08
"9","USC00136199","01","9",15.5,"Q",0000-01-09
"10","USC00136199","01","10",15.5,"Q",0000-01-10
"11","USC00136199","01","11",15.5,"Q",0000-01-11
"12","USC00136199","01","12",15.5,"Q",0000-01-12
"13","USC00136199","01","13",15.5,"Q",0000-01-13
"14","USC00136199","01","14",15.5,"Q",0000-01-14
"15","USC00136199","01","15",15.5,"Q",0000-01-15
"16","USC00136199","01","16",15.5,"Q",0000-01-16
"17","USC00136199","01","17",15.6,"Q",0000-01-17
"18","USC00136199","01","18",15.6,"Q",0000-01-18
"19","USC00136199","01","19",15.7,"Q",0000-01-19
"20","USC00136199","01","20",15.7,"Q",0000-01-20
"21","USC00136199","01","21",15.8,"Q",0000-01-21
"22","USC00136199","01","22",15.9,"Q",0000-01-22
"23","USC00136199","01","23",16,"Q",0000-01-23
"24","USC00136199","01","24",16.1,"Q",0000-01-24
"25","USC00136199","01","25",16.2,"Q",0000-01-25
"26","USC00136199","01","26",16.3,"Q",0000-01-26
"27","USC00136199","01","27",16.4,"Q",0000-01-27
"28","USC00136199","01","28",16.5,"Q",0000-01-28
"29","USC00136199","01","29",16.6,"Q",0000-01-29
"30","USC00136199","01","30",16.8,"Q",0000-01-30
"31","USC00136199","01","31",16.9,"Q",0000-01-31
"32","USC00136199","02","1",17.1,"Q",0000-02-01
"33","USC00136199","02","2",17.2,"Q",0000-02-02
"34","USC00136199","02","3",17.4,"Q",0000-02-03
"35","USC00136199","02","4",17.6,"Q",0000-02-04
"36","USC00136199","02","5",17.8,"Q",0000-02-05
"37","USC00136199","02","6",18,"Q",0000-02-06
"38","USC00136199","02","7",18.2,"Q",0000-02-07
"39","USC00136199","02","8",18.4,"Q",0000-02-08
"40","USC00136199","02","9",18.7,"Q",0000-02-09
"41","USC00136199","02","10",18.9,"Q",0000-02-10
"42","USC00136199","02","11",19.2,"Q",0000-02-11
"43","USC00136199","02","12",19.5,"Q",0000-02-12
"44","USC00136199","02","13",19.8,"Q",0000-02-13
"45","USC00136199","02","14",20.1,"Q",0000-02-14
"46","USC00136199","02","15",20.4,"Q",0000-02-15
"47","USC00136199","02","16",20.7,"Q",0000-02-16
"48","USC00136199","02","17",21.1,"Q",0000-02-17
"49","USC00136199","02","18",21.4,"Q",0000-02-18
"50","USC00136199","02","19",21.8,"Q",0000-02-19
"51","USC00136199","02","20",22.2,"Q",0000-02-20
"52","USC00136199","02","21",22.6,"Q",0000-02-21
"53","USC00136199","02","22",23,"Q",0000-02-22
"54","USC00136199","02","23",23.4,"Q",0000-02-23
"55","USC00136199","02","24",23.8,"Q",0000-02-24
"56","USC00136199","02","25",24.3,"Q",0000-02-25
"57","USC00136199","02","26",24.7,"Q",0000-02-26
"58","USC00136199","02","27",25.2,"Q",0000-02-27
"59","USC00136199","02","28",25.6,"Q",0000-02-28
"60","USC00136199","02","29",25.9,"Q",0000-02-29
"61","USC00136199","03","1",26.1,"Q",0000-03-01
"62","USC00136199","03","2",26.6,"Q",0000-03-02
"63","USC00136199","03","3",27.1,"Q",0000-03-03
"64","USC00136199","03","4",27.5,"Q",0000-03-04
"65","USC00136199","03","5",28,"Q",0000-03-05
"66","USC00136199","03","6",28.5,"Q",0000-03-06
"67","USC00136199","03","7",29,"Q",0000-03-07
"68","USC00136199","03","8",29.5,"Q",0000-03-08
"69","USC00136199","03","9",30,"Q",0000-03-09
"70","USC00136199","03","10",30.6,"Q",0000-03-10
"71","USC00136199","03","11",31.1,"Q",0000-03-11
"72","USC00136199","03","12",31.6,"Q",0000-03-12
"73","USC00136199","03","13",32.1,"Q",0000-03-13
"74","USC00136199","03","14",32.6,"Q",0000-03-14
"75","USC00136199","03","15",33.1,"Q",0000-03-15
"76","USC00136199","03","16",33.6,"Q",0000-03-16
"77","USC00136199","03","17",34.1,"Q",0000-03-17
"78","USC00136199","03","18",34.6,"Q",0000-03-18
"79","USC00136199","03","19",35.1,"Q",0000-03-19
"80","USC00136199","03","20",35.6,"Q",0000-03-20
"81","USC00136199","03","21",36.1,"Q",0000-03-21
"82","USC00136199","03","22",36.5,"Q",0000-03-22
"83","USC00136199","03","23",37,"Q",0000-03-23
"84","USC00136199","03","24",37.5,"Q",0000-03-24
"85","USC00136199","03","25",37.9,"Q",0000-03-25
"86","USC00136199","03","26",38.4,"Q",0000-03-26
"87","USC00136199","03","27",38.9,"Q",0000-03-27
"88","USC00136199","03","28",39.3,"Q",0000-03-28
"89","USC00136199","03","29",39.8,"Q",0000-03-29
"90","USC00136199","03","30",40.2,"Q",0000-03-30
"91","USC00136199","03","31",40.6,"Q",0000-03-31
"92","USC00136199","04","1",41.1,"Q",0000-04-01
"93","USC00136199","04","2",41.5,"Q",0000-04-02
"94","USC00136199","04","3",41.9,"Q",0000-04-03
"95","USC00136199","04","4",42.3,"Q",0000-04-04
"96","USC00136199","04","5",42.7,"Q",0000-04-05
"97","USC00136199","04","6",43.2,"Q",0000-04-06
"98","USC00136199","04","7",43.6,"Q",0000-04-07
"99","USC00136199","04","8",44,"Q",0000-04-08
"100","USC00136199","04","9",44.4,"Q",0000-04-09
"101","USC00136199","04","10",44.8,"Q",0000-04-10
"102","USC00136199","04","11",45.2,"Q",0000-04-11
"103","USC00136199","04","12",45.6,"Q",0000-04-12
"104","USC00136199","04","13",45.9,"Q",0000-04-13
"105","USC00136199","04","14",46.3,"Q",0000-04-14
"106","USC00136199","04","15",46.7,"Q",0000-04-15
"107","USC00136199","04","16",47.1,"Q",0000-04-16
"108","USC00136199","04","17",47.5,"Q",0000-04-17
"109","USC00136199","04","18",47.9,"Q",0000-04-18
"110","USC00136199","04","19",48.3,"Q",0000-04-19
"111","USC00136199","04","20",48.7,"Q",0000-04-20
"112","USC00136199","04","21",49.1,"Q",0000-04-21
"113","USC00136199","04","22",49.5,"Q",0000-04-22
"114","USC00136199","04","23",49.8,"Q",0000-04-23
"115","USC00136199","04","24",50.2,"Q",0000-04-24
"116","USC00136199","04","25",50.6,"Q",0000-04-25
"117","USC00136199","04","26",51,"Q",0000-04-26
"118","USC00136199","04","27",51.4,"Q",0000-04-27
"119","USC00136199","04","28",51.8,"Q",0000-04-28
"120","USC00136199","04","29",52.2,"Q",0000-04-29
"121","USC00136199","04","30",52.6,"Q",0000-04-30
"122","USC00136199","05","1",53,"Q",0000-05-01
"123","USC00136199","05","2",53.4,"Q",0000-05-02
"124","USC00136199","05","3",53.8,"Q",0000-05-03
"125","USC00136199","05","4",54.2,"Q",0000-05-04
"126","USC00136199","05","5",54.6,"Q",0000-05-05
"127","USC00136199","05","6",55,"Q",0000-05-06
"128","USC00136199","05","7",55.4,"Q",0000-05-07
"129","USC00136199","05","8",55.8,"Q",0000-05-08
"130","USC00136199","05","9",56.2,"Q",0000-05-09
"131","USC00136199","05","10",56.6,"Q",0000-05-10
"132","USC00136199","05","11",57,"Q",0000-05-11
"133","USC00136199","05","12",57.4,"Q",0000-05-12
"134","USC00136199","05","13",57.7,"Q",0000-05-13
"135","USC00136199","05","14",58.1,"Q",0000-05-14
"136","USC00136199","05","15",58.5,"Q",0000-05-15
"137","USC00136199","05","16",58.9,"Q",0000-05-16
"138","USC00136199","05","17",59.3,"Q",0000-05-17
"139","USC00136199","05","18",59.7,"Q",0000-05-18
"140","USC00136199","05","19",60,"Q",0000-05-19
"141","USC00136199","05","20",60.4,"Q",0000-05-20
"142","USC00136199","05","21",60.8,"Q",0000-05-21
"143","USC00136199","05","22",61.1,"Q",0000-05-22
"144","USC00136199","05","23",61.5,"Q",0000-05-23
"145","USC00136199","05","24",61.9,"Q",0000-05-24
"146","USC00136199","05","25",62.2,"Q",0000-05-25
"147","USC00136199","05","26",62.6,"Q",0000-05-26
"148","USC00136199","05","27",62.9,"Q",0000-05-27
"149","USC00136199","05","28",63.2,"Q",0000-05-28
"150","USC00136199","05","29",63.6,"Q",0000-05-29
"151","USC00136199","05","30",63.9,"Q",0000-05-30
"152","USC00136199","05","31",64.2,"Q",0000-05-31
"153","USC00136199","06","1",64.6,"Q",0000-06-01
"154","USC00136199","06","2",64.9,"Q",0000-06-02
"155","USC00136199","06","3",65.2,"Q",0000-06-03
"156","USC00136199","06","4",65.5,"Q",0000-06-04
"157","USC00136199","06","5",65.8,"Q",0000-06-05
"158","USC00136199","06","6",66.1,"Q",0000-06-06
"159","USC00136199","06","7",66.4,"Q",0000-06-07
"160","USC00136199","06","8",66.6,"Q",0000-06-08
"161","USC00136199","06","9",66.9,"Q",0000-06-09
"162","USC00136199","06","10",67.2,"Q",0000-06-10
"163","USC00136199","06","11",67.4,"Q",0000-06-11
"164","USC00136199","06","12",67.7,"Q",0000-06-12
"165","USC00136199","06","13",68,"Q",0000-06-13
"166","USC00136199","06","14",68.2,"Q",0000-06-14
"167","USC00136199","06","15",68.4,"Q",0000-06-15
"168","USC00136199","06","16",68.7,"Q",0000-06-16
"169","USC00136199","06","17",68.9,"Q",0000-06-17
"170","USC00136199","06","18",69.1,"Q",0000-06-18
"171","USC00136199","06","19",69.3,"Q",0000-06-19
"172","USC00136199","06","20",69.5,"Q",0000-06-20
"173","USC00136199","06","21",69.7,"Q",0000-06-21
"174","USC00136199","06","22",69.9,"Q",0000-06-22
"175","USC00136199","06","23",70.1,"Q",0000-06-23
"176","USC00136199","06","24",70.3,"Q",0000-06-24
"177","USC00136199","06","25",70.4,"Q",0000-06-25
"178","USC00136199","06","26",70.6,"Q",0000-06-26
"179","USC00136199","06","27",70.7,"Q",0000-06-27
"180","USC00136199","06","28",70.9,"Q",0000-06-28
"181","USC00136199","06","29",71,"Q",0000-06-29
"182","USC00136199","06","30",71.1,"Q",0000-06-30
"183","USC00136199","07","1",71.3,"Q",0000-07-01
"184","USC00136199","07","2",71.4,"Q",0000-07-02
"185","USC00136199","07","3",71.5,"Q",0000-07-03
"186","USC00136199","07","4",71.6,"Q",0000-07-04
"187","USC00136199","07","5",71.6,"Q",0000-07-05
"188","USC00136199","07","6",71.7,"Q",0000-07-06
"189","USC00136199","07","7",71.8,"Q",0000-07-07
"190","USC00136199","07","8",71.8,"Q",0000-07-08
"191","USC00136199","07","9",71.9,"Q",0000-07-09
"192","USC00136199","07","10",71.9,"Q",0000-07-10
"193","USC00136199","07","11",72,"Q",0000-07-11
"194","USC00136199","07","12",72,"Q",0000-07-12
"195","USC00136199","07","13",72,"Q",0000-07-13
"196","USC00136199","07","14",72,"Q",0000-07-14
"197","USC00136199","07","15",72.1,"Q",0000-07-15
"198","USC00136199","07","16",72.1,"Q",0000-07-16
"199","USC00136199","07","17",72.1,"Q",0000-07-17
"200","USC00136199","07","18",72,"Q",0000-07-18
"201","USC00136199","07","19",72,"Q",0000-07-19
"202","USC00136199","07","20",72,"Q",0000-07-20
"203","USC00136199","07","21",72,"Q",0000-07-21
"204","USC00136199","07","22",71.9,"Q",0000-07-22
"205","USC00136199","07","23",71.9,"Q",0000-07-23
"206","USC00136199","07","24",71.9,"Q",0000-07-24
"207","USC00136199","07","25",71.8,"Q",0000-07-25
"208","USC00136199","07","26",71.8,"Q",0000-07-26
"209","USC00136199","07","27",71.7,"Q",0000-07-27
"210","USC00136199","07","28",71.6,"Q",0000-07-28
"211","USC00136199","07","29",71.6,"Q",0000-07-29
"212","USC00136199","07","30",71.5,"Q",0000-07-30
"213","USC00136199","07","31",71.4,"Q",0000-07-31
"214","USC00136199","08","1",71.4,"Q",0000-08-01
"215","USC00136199","08","2",71.3,"Q",0000-08-02
"216","USC00136199","08","3",71.2,"Q",0000-08-03
"217","USC00136199","08","4",71.1,"Q",0000-08-04
"218","USC00136199","08","5",71,"Q",0000-08-05
"219","USC00136199","08","6",70.9,"Q",0000-08-06
"220","USC00136199","08","7",70.9,"Q",0000-08-07
"221","USC00136199","08","8",70.8,"Q",0000-08-08
"222","USC00136199","08","9",70.7,"Q",0000-08-09
"223","USC00136199","08","10",70.6,"Q",0000-08-10
"224","USC00136199","08","11",70.5,"Q",0000-08-11
"225","USC00136199","08","12",70.4,"Q",0000-08-12
"226","USC00136199","08","13",70.3,"Q",0000-08-13
"227","USC00136199","08","14",70.1,"Q",0000-08-14
"228","USC00136199","08","15",70,"Q",0000-08-15
"229","USC00136199","08","16",69.9,"Q",0000-08-16
"230","USC00136199","08","17",69.8,"Q",0000-08-17
"231","USC00136199","08","18",69.6,"Q",0000-08-18
"232","USC00136199","08","19",69.5,"Q",0000-08-19
"233","USC00136199","08","20",69.4,"Q",0000-08-20
"234","USC00136199","08","21",69.2,"Q",0000-08-21
"235","USC00136199","08","22",69.1,"Q",0000-08-22
"236","USC00136199","08","23",68.9,"Q",0000-08-23
"237","USC00136199","08","24",68.7,"Q",0000-08-24
"238","USC00136199","08","25",68.5,"Q",0000-08-25
"239","USC00136199","08","26",68.4,"Q",0000-08-26
"240","USC00136199","08","27",68.2,"Q",0000-08-27
"241","USC00136199","08","28",68,"Q",0000-08-28
"242","USC00136199","08","29",67.8,"Q",0000-08-29
"243","USC00136199","08","30",67.5,"Q",0000-08-30
"244","USC00136199","08","31",67.3,"Q",0000-08-31
"245","USC00136199","09","1",67.1,"Q",0000-09-01
"246","USC00136199","09","2",66.8,"Q",0000-09-02
"247","USC00136199","09","3",66.6,"Q",0000-09-03
"248","USC00136199","09","4",66.3,"Q",0000-09-04
"249","USC00136199","09","5",66,"Q",0000-09-05
"250","USC00136199","09","6",65.7,"Q",0000-09-06
"251","USC00136199","09","7",65.4,"Q",0000-09-07
"252","USC00136199","09","8",65.1,"Q",0000-09-08
"253","USC00136199","09","9",64.8,"Q",0000-09-09
"254","USC00136199","09","10",64.4,"Q",0000-09-10
"255","USC00136199","09","11",64.1,"Q",0000-09-11
"256","USC00136199","09","12",63.7,"Q",0000-09-12
"257","USC00136199","09","13",63.4,"Q",0000-09-13
"258","USC00136199","09","14",63,"Q",0000-09-14
"259","USC00136199","09","15",62.6,"Q",0000-09-15
"260","USC00136199","09","16",62.2,"Q",0000-09-16
"261","USC00136199","09","17",61.8,"Q",0000-09-17
"262","USC00136199","09","18",61.4,"Q",0000-09-18
"263","USC00136199","09","19",61,"Q",0000-09-19
"264","USC00136199","09","20",60.6,"Q",0000-09-20
"265","USC00136199","09","21",60.2,"Q",0000-09-21
"266","USC00136199","09","22",59.8,"Q",0000-09-22
"267","USC00136199","09","23",59.3,"Q",0000-09-23
"268","USC00136199","09","24",58.9,"Q",0000-09-24
"269","USC00136199","09","25",58.5,"Q",0000-09-25
"270","USC00136199","09","26",58,"Q",0000-09-26
"271","USC00136199","09","27",57.6,"Q",0000-09-27
"272","USC00136199","09","28",57.1,"Q",0000-09-28
"273","USC00136199","09","29",56.7,"Q",0000-09-29
"274","USC00136199","09","30",56.2,"Q",0000-09-30
"275","USC00136199","10","1",55.8,"Q",0000-10-01
"276","USC00136199","10","2",55.3,"Q",0000-10-02
"277","USC00136199","10","3",54.9,"Q",0000-10-03
"278","USC00136199","10","4",54.4,"Q",0000-10-04
"279","USC00136199","10","5",54,"Q",0000-10-05
"280","USC00136199","10","6",53.5,"Q",0000-10-06
"281","USC00136199","10","7",53.1,"Q",0000-10-07
"282","USC00136199","10","8",52.6,"Q",0000-10-08
"283","USC00136199","10","9",52.2,"Q",0000-10-09
"284","USC00136199","10","10",51.8,"Q",0000-10-10
"285","USC00136199","10","11",51.3,"Q",0000-10-11
"286","USC00136199","10","12",50.9,"Q",0000-10-12
"287","USC00136199","10","13",50.5,"Q",0000-10-13
"288","USC00136199","10","14",50.1,"Q",0000-10-14
"289","USC00136199","10","15",49.6,"Q",0000-10-15
"290","USC00136199","10","16",49.2,"Q",0000-10-16
"291","USC00136199","10","17",48.8,"Q",0000-10-17
"292","USC00136199","10","18",48.4,"Q",0000-10-18
"293","USC00136199","10","19",47.9,"Q",0000-10-19
"294","USC00136199","10","20",47.5,"Q",0000-10-20
"295","USC00136199","10","21",47.1,"Q",0000-10-21
"296","USC00136199","10","22",46.7,"Q",0000-10-22
"297","USC00136199","10","23",46.3,"Q",0000-10-23
"298","USC00136199","10","24",45.9,"Q",0000-10-24
"299","USC00136199","10","25",45.4,"Q",0000-10-25
"300","USC00136199","10","26",45,"Q",0000-10-26
"301","USC00136199","10","27",44.6,"Q",0000-10-27
"302","USC00136199","10","28",44.2,"Q",0000-10-28
"303","USC00136199","10","29",43.7,"Q",0000-10-29
"304","USC00136199","10","30",43.3,"Q",0000-10-30
"305","USC00136199","10","31",42.8,"Q",0000-10-31
"306","USC00136199","11","1",42.4,"Q",0000-11-01
"307","USC00136199","11","2",41.9,"Q",0000-11-02
"308","USC00136199","11","3",41.5,"Q",0000-11-03
"309","USC00136199","11","4",41,"Q",0000-11-04
"310","USC00136199","11","5",40.5,"Q",0000-11-05
"311","USC00136199","11","6",40.1,"Q",0000-11-06
"312","USC00136199","11","7",39.6,"Q",0000-11-07
"313","USC00136199","11","8",39.1,"Q",0000-11-08
"314","USC00136199","11","9",38.6,"Q",0000-11-09
"315","USC00136199","11","10",38.1,"Q",0000-11-10
"316","USC00136199","11","11",37.5,"Q",0000-11-11
"317","USC00136199","11","12",37,"Q",0000-11-12
"318","USC00136199","11","13",36.5,"Q",0000-11-13
"319","USC00136199","11","14",36,"Q",0000-11-14
"320","USC00136199","11","15",35.4,"Q",0000-11-15
"321","USC00136199","11","16",34.9,"Q",0000-11-16
"322","USC00136199","11","17",34.3,"Q",0000-11-17
"323","USC00136199","11","18",33.7,"Q",0000-11-18
"324","USC00136199","11","19",33.2,"Q",0000-11-19
"325","USC00136199","11","20",32.6,"Q",0000-11-20
"326","USC00136199","11","21",32,"Q",0000-11-21
"327","USC00136199","11","22",31.5,"Q",0000-11-22
"328","USC00136199","11","23",30.9,"Q",0000-11-23
"329","USC00136199","11","24",30.3,"Q",0000-11-24
"330","USC00136199","11","25",29.8,"Q",0000-11-25
"331","USC00136199","11","26",29.2,"Q",0000-11-26
"332","USC00136199","11","27",28.6,"Q",0000-11-27
"333","USC00136199","11","28",28.1,"Q",0000-11-28
"334","USC00136199","11","29",27.5,"Q",0000-11-29
"335","USC00136199","11","30",26.9,"Q",0000-11-30
"336","USC00136199","12","1",26.4,"Q",0000-12-01
"337","USC00136199","12","2",25.8,"Q",0000-12-02
"338","USC00136199","12","3",25.3,"Q",0000-12-03
"339","USC00136199","12","4",24.8,"Q",0000-12-04
"340","USC00136199","12","5",24.3,"Q",0000-12-05
"341","USC00136199","12","6",23.8,"Q",0000-12-06
"342","USC00136199","12","7",23.3,"Q",0000-12-07
"343","USC00136199","12","8",22.8,"Q",0000-12-08
"344","USC00136199","12","9",22.3,"Q",0000-12-09
"345","USC00136199","12","10",21.9,"Q",0000-12-10
"346","USC00136199","12","11",21.4,"Q",0000-12-11
"347","USC00136199","12","12",21,"Q",0000-12-12
"348","USC00136199","12","13",20.6,"Q",0000-12-13
"349","USC00136199","12","14",20.2,"Q",0000-12-14
"350","USC00136199","12","15",19.8,"Q",0000-12-15
"351","USC00136199","12","16",19.5,"Q",0000-12-16
"352","USC00136199","12","17",19.1,"Q",0000-12-17
"353","USC00136199","12","18",18.8,"Q",0000-12-18
"354","USC00136199","12","19",18.5,"Q",0000-12-19
"355","USC00136199","12","20",18.2,"Q",0000-12-20
"356","USC00136199","12","21",17.9,"Q",0000-12-21
"357","USC00136199","12","22",17.7,"Q",0000-12-22
"358","USC00136199","12","23",17.4,"Q",0000-12-23
"359","USC00136199","12","24",17.2,"Q",0000-12-24
"360","USC00136199","12","25",17,"Q",0000-12-25
"361","USC00136199","12","26",16.8,"Q",0000-12-26
"362","USC00136199","12","27",16.6,"Q",0000-12-27
"363","USC00136199","12","28",16.4,"Q",0000-12-28
"364","USC00136199","12","29",16.3,"Q",0000-12-29
"365","USC00136199","12","30",16.1,"Q",0000-12-30
"366","USC00136199","12","31",16,"Q",0000-12-31
